County,FIPS,2023 Rural-Urban Continuum Codes([rural urban note]),"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,CI*Rank([rank note]),Lower CI (CI*Rank),Upper CI (CI*Rank),Average Annual Count,Recent Trend,Recent 5-Year Trend ([trend note]) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Tyrrell County, North Carolina(6)",37177,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Newport County, Rhode Island(6)",44005,Urban,34.8 ,-0.7, 4.2,N/A , N/A , N/A,46,stable,1.6 ,-0.7, 4.2
"Bristol County, Rhode Island(6)",44001,Urban,26.3 ,-2.7, 2.3,N/A , N/A , N/A,17,stable,-0.2 ,-2.7, 2.3
"Kent County, Rhode Island(6)",44003,Urban,17.8 ,-18.3, -5.1,N/A , N/A , N/A,41,falling,-9.4 ,-18.3, -5.1
"Providence County, Rhode Island(6)",44007,Urban,14.9 ,-2.2, 0.1,N/A , N/A , N/A,114,stable,-1.0 ,-2.2, 0.1
"Greenville County, South Carolina(6)",45045,Urban,44.2 ,1.7, 3.8,N/A , N/A , N/A,270,rising,2.7 ,1.7, 3.8
"Pickens County, South Carolina(6)",45077,Urban,38.1 ,-1.1, 4.8,N/A , N/A , N/A,57,stable,1.6 ,-1.1, 4.8
"Cherokee County, South Carolina(6)",45021,Rural,30.3 ,-40.6, -13.3,N/A , N/A , N/A,20,falling,-26.2 ,-40.6, -13.3
"Spartanburg County, South Carolina(6)",45083,Urban,29.1 ,-1.3, 4.4,N/A , N/A , N/A,112,stable,1.3 ,-1.3, 4.4
"Oconee County, South Carolina(6)",45073,Rural,27.8 ,-2.1, 3.3,N/A , N/A , N/A,32,stable,0.5 ,-2.1, 3.3
"Georgetown County, South Carolina(6)",45043,Rural,26.4 ,-2.0, 2.2,N/A , N/A , N/A,29,stable,0.0 ,-2.0, 2.2
"Charleston County, South Carolina(6)",45019,Urban,26.2 ,-1.0, 1.7,N/A , N/A , N/A,127,stable,0.3 ,-1.0, 1.7
"Horry County, South Carolina(6)",45051,Urban,25.5 ,-3.0, 1.4,N/A , N/A , N/A,138,stable,-0.9 ,-3.0, 1.4
"Union County, South Carolina(6)",45087,Urban,25.4 ,-24.5, 10.7,N/A , N/A , N/A,10,stable,-5.4 ,-24.5, 10.7
"York County, South Carolina(6)",45091,Urban,24 ,-0.8, 3.1,N/A , N/A , N/A,73,stable,1.0 ,-0.8, 3.1
"Dorchester County, South Carolina(6)",45035,Urban,24 ,-1.7, 1.7,N/A , N/A , N/A,42,stable,-0.1 ,-1.7, 1.7
"Anderson County, South Carolina(6)",45007,Urban,23 ,-1.2, 3.7,N/A , N/A , N/A,56,stable,1.1 ,-1.2, 3.7
"Laurens County, South Carolina(6)",45059,Urban,22.9 ,-1.0, 2.7,N/A , N/A , N/A,20,stable,0.8 ,-1.0, 2.7
"Berkeley County, South Carolina(6)",45015,Urban,22.2 ,-0.2, 3.3,N/A , N/A , N/A,54,stable,1.4 ,-0.2, 3.3
"Lancaster County, South Carolina(6)",45057,Urban,22 ,-23.4, 0.1,N/A , N/A , N/A,28,stable,-7.9 ,-23.4, 0.1
"McCormick County, South Carolina(6)",45065,Rural,20.3 ,-1.6, 10.5,N/A , N/A , N/A,4,stable,3.7 ,-1.6, 10.5
"Newberry County, South Carolina(6)",45071,Rural,20 ,-4.2, 6.6,N/A , N/A , N/A,10,stable,0.8 ,-4.2, 6.6
"Beaufort County, South Carolina(6)",45013,Urban,20 ,-12.9, -4.7,N/A , N/A , N/A,64,falling,-7.3 ,-12.9, -4.7
"Greenwood County, South Carolina(6)",45047,Rural,19.3 ,-4.1, 2.4,N/A , N/A , N/A,17,stable,-0.9 ,-4.1, 2.4
"Lexington County, South Carolina(6)",45063,Urban,18.6 ,-22.7, -0.7,N/A , N/A , N/A,65,falling,-11.9 ,-22.7, -0.7
"Colleton County, South Carolina(6)",45029,Rural,18.4 ,-3.3, 5.2,N/A , N/A , N/A,9,stable,0.9 ,-3.3, 5.2
"Clarendon County, South Carolina(6)",45027,Rural,18.3 ,-4.1, 4.8,N/A , N/A , N/A,8,stable,0.3 ,-4.1, 4.8
"Kershaw County, South Carolina(6)",45055,Urban,17.2 ,-1.4, 6.7,N/A , N/A , N/A,15,stable,0.7 ,-1.4, 6.7
"Saluda County, South Carolina(6)",45081,Urban,16.8 ,-66.4, 0.9,N/A , N/A , N/A,5,stable,-36.0 ,-66.4, 0.9
"Chester County, South Carolina(6)",45023,Urban,15.6 ,-2.2, 8.8,N/A , N/A , N/A,7,stable,2.8 ,-2.2, 8.8
"Aiken County, South Carolina(6)",45003,Urban,12.9 ,-4.4, -0.1,N/A , N/A , N/A,30,falling,-2.3 ,-4.4, -0.1
"Marion County, South Carolina(6)",45067,Rural,12.2 ,-2.7, 26.0,N/A , N/A , N/A,5,stable,4.1 ,-2.7, 26.0
"Barnwell County, South Carolina(6)",45011,Rural,11.9 ,-9.9, 3.2,N/A , N/A , N/A,3,stable,-3.1 ,-9.9, 3.2
"Sumter County, South Carolina(6)",45085,Urban,11.9 ,-4.7, 0.7,N/A , N/A , N/A,15,stable,-2.0 ,-4.7, 0.7
"Abbeville County, South Carolina(6)",45001,Rural,11.6 ,*,*,N/A , N/A , N/A,4,*,*,*,*
"Edgefield County, South Carolina(6)",45037,Urban,11 ,-6.8, 5.2,N/A , N/A , N/A,4,stable,-0.9 ,-6.8, 5.2
"Jasper County, South Carolina(6)",45053,Urban,10.6 ,-3.1, 7.5,N/A , N/A , N/A,4,stable,1.5 ,-3.1, 7.5
"Richland County, South Carolina(6)",45079,Urban,10.5 ,-2.1, 0.2,N/A , N/A , N/A,44,stable,-1.0 ,-2.1, 0.2
"Darlington County, South Carolina(6)",45031,Urban,9.2 ,-5.9, 3.1,N/A , N/A , N/A,8,stable,-1.4 ,-5.9, 3.1
"Florence County, South Carolina(6)",45041,Urban,7.9 ,-7.1, -2.8,N/A , N/A , N/A,13,falling,-4.8 ,-7.1, -2.8
"Orangeburg County, South Carolina(6)",45075,Rural,7.8 ,-5.3, 0.8,N/A , N/A , N/A,9,stable,-2.2 ,-5.3, 0.8
"Williamsburg County, South Carolina(6)",45089,Rural,7.7 ,-6.4, 4.1,N/A , N/A , N/A,4,stable,-1.3 ,-6.4, 4.1
"Chesterfield County, South Carolina(6)",45025,Rural,7.1 ,*,*,N/A , N/A , N/A,3,*,*,*,*
"Allendale County, South Carolina(6)",45005,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Bamberg County, South Carolina(6)",45009,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Calhoun County, South Carolina(6)",45017,Urban,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Dillon County, South Carolina(6)",45033,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Fairfield County, South Carolina(6)",45039,Urban,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Hampton County, South Carolina(6)",45049,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Lee County, South Carolina(6)",45061,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Marlboro County, South Carolina(6)",45069,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Mathews County, Virginia(6)",51115,Urban,68.1 ,*,*,N/A , N/A , N/A,9,*,*,*,*
"Williamsburg City, Virginia(6)",51830,Urban,63 ,1.1, 12.3,N/A , N/A , N/A,11,rising,5.5 ,1.1, 12.3
"James City County, Virginia(6)",51095,Urban,59.8 ,-19.1, -0.8,N/A , N/A , N/A,74,falling,-9.3 ,-19.1, -0.8
"Lexington City, Virginia(6)",51678,Rural,59.8 ,*,*,N/A , N/A , N/A,4,*,*,*,*
"Lancaster County, Virginia(6)",51103,Rural,53 ,3.3, 14.6,N/A , N/A , N/A,9,rising,8.3 ,3.3, 14.6
"Poquoson City, Virginia(6)",51735,Urban,47.6 ,-21.2, 5.0,N/A , N/A , N/A,8,stable,0.4 ,-21.2, 5.0
"Botetourt County, Virginia(6)",51023,Urban,43.3 ,0.2, 7.2,N/A , N/A , N/A,21,rising,3.2 ,0.2, 7.2
"Virginia Beach City, Virginia(6)",51810,Urban,41.6 ,1.8, 5.2,N/A , N/A , N/A,210,rising,3.3 ,1.8, 5.2
"Middlesex County, Virginia(6)",51119,Rural,41 ,*,*,N/A , N/A , N/A,9,*,*,*,*
"Northumberland County, Virginia(6)",51133,Rural,40.5 ,0.1, 10.1,N/A , N/A , N/A,9,rising,4.5 ,0.1, 10.1
"New Kent County, Virginia(6)",51127,Urban,40.3 ,-0.2, 8.7,N/A , N/A , N/A,12,stable,3.3 ,-0.2, 8.7
"Isle of Wight County, Virginia(6)",51093,Urban,40.2 ,0.2, 4.8,N/A , N/A , N/A,20,rising,2.3 ,0.2, 4.8
"Northampton County, Virginia(6)",51131,Rural,39.9 ,5.6, 26.3,N/A , N/A , N/A,8,rising,12.0 ,5.6, 26.3
"Gloucester County, Virginia(6)",51073,Urban,39.8 ,2.5, 8.0,N/A , N/A , N/A,22,rising,4.8 ,2.5, 8.0
"York County, Virginia(6)",51199,Urban,39.6 ,-0.4, 6.0,N/A , N/A , N/A,33,stable,2.4 ,-0.4, 6.0
"Goochland County, Virginia(6)",51075,Urban,37.6 ,-1.7, 7.3,N/A , N/A , N/A,14,stable,2.3 ,-1.7, 7.3
"Rockingham County, Virginia(6)",51165,Urban,34.5 ,0.8, 5.4,N/A , N/A , N/A,37,rising,2.9 ,0.8, 5.4
"Suffolk City, Virginia(6)",51800,Urban,34.3 ,1.7, 5.6,N/A , N/A , N/A,36,rising,3.4 ,1.7, 5.6
"Franklin City, Virginia(6)",51620,Rural,33.7 ,*,*,N/A , N/A , N/A,4,*,*,*,*
"Rappahannock County, Virginia(6)",51157,Urban,33.4 ,*,*,N/A , N/A , N/A,3,*,*,*,*
"Colonial Heights City, Virginia(6)",51570,Urban,31.8 ,-1.0, 5.5,N/A , N/A , N/A,7,stable,2.0 ,-1.0, 5.5
"Roanoke County, Virginia(6)",51161,Urban,31.6 ,-32.2, 1.2,N/A , N/A , N/A,41,stable,-9.3 ,-32.2, 1.2
"Southampton County, Virginia(6)",51175,Rural,31.6 ,-3.3, 5.2,N/A , N/A , N/A,9,stable,0.6 ,-3.3, 5.2
"Floyd County, Virginia(6)",51063,Urban,31.5 ,*,*,N/A , N/A , N/A,7,*,*,*,*
"Giles County, Virginia(6)",51071,Urban,31 ,-0.2, 7.3,N/A , N/A , N/A,7,stable,3.3 ,-0.2, 7.3
"Rockbridge County, Virginia(6)",51163,Rural,30.3 ,-0.3, 11.1,N/A , N/A , N/A,10,stable,4.8 ,-0.3, 11.1
"King George County, Virginia(6)",51099,Rural,30.1 ,0.8, 8.3,N/A , N/A , N/A,9,rising,3.9 ,0.8, 8.3
"Franklin County, Virginia(6)",51067,Urban,30 ,-0.2, 5.7,N/A , N/A , N/A,26,stable,2.5 ,-0.2, 5.7
"Chesapeake City, Virginia(6)",51550,Urban,29.4 ,1.8, 6.3,N/A , N/A , N/A,79,rising,3.8 ,1.8, 6.3
"Powhatan County, Virginia(6)",51145,Urban,29.3 ,-1.4, 5.3,N/A , N/A , N/A,12,stable,1.6 ,-1.4, 5.3
"Orange County, Virginia(6)",51137,Rural,28.8 ,-2.8, 5.4,N/A , N/A , N/A,14,stable,1.1 ,-2.8, 5.4
"Hanover County, Virginia(6)",51085,Urban,28.5 ,-1.8, 3.6,N/A , N/A , N/A,40,stable,0.8 ,-1.8, 3.6
"Augusta County, Virginia(6)",51015,Urban,28.5 ,-21.2, -1.5,N/A , N/A , N/A,31,falling,-8.3 ,-21.2, -1.5
"King William County, Virginia(6)",51101,Urban,28.3 ,*,*,N/A , N/A , N/A,6,*,*,*,*
"Greene County, Virginia(6)",51079,Urban,28.2 ,-4.2, 2.8,N/A , N/A , N/A,7,stable,-0.8 ,-4.2, 2.8
"Bedford City and County, Virginia(6)",51917,Urban,27.9 ,-3.4, 4.7,N/A , N/A , N/A,32,stable,0.5 ,-3.4, 4.7
"Albemarle County, Virginia(6)",51003,Urban,27.5 ,-2.3, 1.3,N/A , N/A , N/A,40,stable,-0.6 ,-2.3, 1.3
"Shenandoah County, Virginia(6)",51171,Rural,27 ,0.3, 10.9,N/A , N/A , N/A,17,rising,4.9 ,0.3, 10.9
"Alleghany County and Clifton Forge City, Virginia(6)",51005,Rural,27 ,-0.7, 9.1,N/A , N/A , N/A,7,stable,3.4 ,-0.7, 9.1
"Wythe County, Virginia(6)",51197,Rural,26.6 ,-6.6, 2.0,N/A , N/A , N/A,11,stable,-2.3 ,-6.6, 2.0
"Salem City, Virginia(6)",51775,Urban,26.2 ,0.4, 9.1,N/A , N/A , N/A,9,rising,4.2 ,0.4, 9.1
"Page County, Virginia(6)",51139,Rural,25.9 ,-2.2, 8.7,N/A , N/A , N/A,9,stable,3.0 ,-2.2, 8.7
"Nelson County, Virginia(6)",51125,Urban,25.7 ,-5.7, 1.0,N/A , N/A , N/A,6,stable,-2.2 ,-5.7, 1.0
"Mecklenburg County, Virginia(6)",51117,Rural,25.4 ,*,*,N/A , N/A , N/A,11,*,*,*,*
"Montgomery County, Virginia(6)",51121,Urban,25.3 ,-3.2, 5.2,N/A , N/A , N/A,24,stable,0.8 ,-3.2, 5.2
"Waynesboro City, Virginia(6)",51820,Urban,25.2 ,-0.7, 9.4,N/A , N/A , N/A,7,stable,3.9 ,-0.7, 9.4
"Fluvanna County, Virginia(6)",51065,Urban,24.2 ,-4.5, 2.9,N/A , N/A , N/A,9,stable,-0.9 ,-4.5, 2.9
"Richmond County, Virginia(6)",51159,Rural,24.1 ,*,*,N/A , N/A , N/A,3,*,*,*,*
"Nottoway County, Virginia(6)",51135,Rural,24 ,*,*,N/A , N/A , N/A,5,*,*,*,*
"Essex County, Virginia(6)",51057,Rural,24 ,*,*,N/A , N/A , N/A,3,*,*,*,*
"Louisa County, Virginia(6)",51109,Rural,23 ,-7.0, 2.9,N/A , N/A , N/A,11,stable,-2.2 ,-7.0, 2.9
"Culpeper County, Virginia(6)",51047,Urban,22.6 ,-4.0, 5.1,N/A , N/A , N/A,14,stable,0.2 ,-4.0, 5.1
"Fredericksburg City, Virginia(6)",51630,Urban,22.4 ,-4.4, 4.1,N/A , N/A , N/A,6,stable,-0.3 ,-4.4, 4.1
"Portsmouth City, Virginia(6)",51740,Urban,22.3 ,2.4, 8.6,N/A , N/A , N/A,24,rising,5.2 ,2.4, 8.6
"Buckingham County, Virginia(6)",51029,Rural,22.1 ,*,*,N/A , N/A , N/A,4,*,*,*,*
"Madison County, Virginia(6)",51113,Rural,21.8 ,-3.0, 9.7,N/A , N/A , N/A,4,stable,2.6 ,-3.0, 9.7
"Spotsylvania County, Virginia(6)",51177,Urban,21.8 ,0.1, 15.0,N/A , N/A , N/A,34,rising,3.8 ,0.1, 15.0
"Henrico County, Virginia(6)",51087,Urban,21.7 ,-15.2, 1.2,N/A , N/A , N/A,86,stable,-1.2 ,-15.2, 1.2
"Chesterfield County, Virginia(6)",51041,Urban,21.6 ,-2.3, 1.0,N/A , N/A , N/A,90,stable,-0.7 ,-2.3, 1.0
"Roanoke City, Virginia(6)",51770,Urban,21.5 ,-0.1, 8.0,N/A , N/A , N/A,26,stable,3.6 ,-0.1, 8.0
"Prince George County, Virginia(6)",51149,Urban,21.2 ,-3.8, 5.6,N/A , N/A , N/A,9,stable,0.4 ,-3.8, 5.6
"Carroll County, Virginia(6)",51035,Rural,21 ,-4.7, 3.6,N/A , N/A , N/A,9,stable,-0.6 ,-4.7, 3.6
"Norfolk City, Virginia(6)",51710,Urban,20.9 ,0.1, 5.2,N/A , N/A , N/A,49,rising,2.5 ,0.1, 5.2
"Staunton City, Virginia(6)",51790,Urban,20.8 ,-3.7, 8.1,N/A , N/A , N/A,7,stable,1.5 ,-3.7, 8.1
"Appomattox County, Virginia(6)",51011,Urban,20.7 ,*,*,N/A , N/A , N/A,5,*,*,*,*
"Accomack County, Virginia(6)",51001,Rural,20.6 ,-4.3, 2.2,N/A , N/A , N/A,12,stable,-1.1 ,-4.3, 2.2
"Charlottesville City, Virginia(6)",51540,Urban,20.5 ,-5.0, 3.7,N/A , N/A , N/A,8,stable,-0.7 ,-5.0, 3.7
"Campbell County, Virginia(6)",51031,Urban,20.3 ,-2.7, 4.6,N/A , N/A , N/A,16,stable,0.8 ,-2.7, 4.6
"Amherst County, Virginia(6)",51009,Urban,20.3 ,4.0, 19.6,N/A , N/A , N/A,9,rising,9.3 ,4.0, 19.6
"Frederick County, Virginia(6)",51069,Urban,19.6 ,-4.0, 1.8,N/A , N/A , N/A,23,stable,-1.3 ,-4.0, 1.8
"Westmoreland County, Virginia(6)",51193,Rural,19.6 ,-1.5, 7.8,N/A , N/A , N/A,7,stable,2.4 ,-1.5, 7.8
"Newport News City, Virginia(6)",51700,Urban,19.3 ,-2.5, 3.4,N/A , N/A , N/A,36,stable,0.4 ,-2.5, 3.4
"Grayson County, Virginia(6)",51077,Rural,19.2 ,-14.5, -4.1,N/A , N/A , N/A,5,falling,-8.1 ,-14.5, -4.1
"Harrisonburg City, Virginia(6)",51660,Urban,18.9 ,-2.6, 3.2,N/A , N/A , N/A,8,stable,0.1 ,-2.6, 3.2
"Henry County, Virginia(6)",51089,Rural,18.8 ,-2.1, 4.5,N/A , N/A , N/A,13,stable,1.2 ,-2.1, 4.5
"Clarke County, Virginia(6)",51043,Urban,18.5 ,*,*,N/A , N/A , N/A,4,*,*,*,*
"Tazewell County, Virginia(6)",51185,Rural,18.5 ,-3.0, 3.1,N/A , N/A , N/A,10,stable,0.0 ,-3.0, 3.1
"Hampton City, Virginia(6)",51650,Urban,17.8 ,-2.7, 2.0,N/A , N/A , N/A,29,stable,-0.3 ,-2.7, 2.0
"Winchester City, Virginia(6)",51840,Urban,17.7 ,-4.6, 3.5,N/A , N/A , N/A,6,stable,-0.6 ,-4.6, 3.5
"Lynchburg City, Virginia(6)",51680,Urban,17.4 ,-3.2, 3.7,N/A , N/A , N/A,14,stable,0.2 ,-3.2, 3.7
"Richmond City, Virginia(6)",51760,Urban,17.3 ,-0.7, 3.9,N/A , N/A , N/A,42,stable,1.5 ,-0.7, 3.9
"Prince Edward County, Virginia(6)",51147,Rural,17 ,*,*,N/A , N/A , N/A,3,*,*,*,*
"Pittsylvania County, Virginia(6)",51143,Rural,15.8 ,-4.2, 0.2,N/A , N/A , N/A,14,stable,-1.9 ,-4.2, 0.2
"Halifax County with South Boston City, Virginia(6)",51083,Rural,15.7 ,-3.5, 5.8,N/A , N/A , N/A,8,stable,0.8 ,-3.5, 5.8
"Warren County, Virginia(6)",51187,Urban,15.4 ,-6.6, 2.8,N/A , N/A , N/A,7,stable,-1.9 ,-6.6, 2.8
"Caroline County, Virginia(6)",51033,Rural,15.3 ,*,*,N/A , N/A , N/A,6,*,*,*,*
"Pulaski County, Virginia(6)",51155,Urban,15.2 ,-32.5, -4.2,N/A , N/A , N/A,8,falling,-8.5 ,-32.5, -4.2
"Stafford County, Virginia(6)",51179,Urban,15.1 ,-2.4, 0.9,N/A , N/A , N/A,22,stable,-0.9 ,-2.4, 0.9
"Patrick County, Virginia(6)",51141,Rural,14.9 ,*,*,N/A , N/A , N/A,5,*,*,*,*
"Fauquier County, Virginia(6)",51061,Urban,14.7 ,-7.5, 1.2,N/A , N/A , N/A,14,stable,-3.0 ,-7.5, 1.2
"Buchanan County, Virginia(6)",51027,Rural,14.3 ,*,*,N/A , N/A , N/A,4,*,*,*,*
"Brunswick County, Virginia(6)",51025,Rural,13.5 ,-1.8, 7.2,N/A , N/A , N/A,4,stable,2.3 ,-1.8, 7.2
"Dinwiddie County, Virginia(6)",51053,Urban,13.3 ,-8.5, 1.2,N/A , N/A , N/A,5,stable,-3.5 ,-8.5, 1.2
"Smyth County, Virginia(6)",51173,Rural,13.3 ,*,*,N/A , N/A , N/A,5,*,*,*,*
"Hopewell City, Virginia(6)",51670,Urban,13.2 ,-2.7, 5.7,N/A , N/A , N/A,3,stable,1.3 ,-2.7, 5.7
"Loudoun County, Virginia(6)",51107,Urban,12.5 ,-5.3, 22.0,N/A , N/A , N/A,47,stable,7.1 ,-5.3, 22.0
"Alexandria City, Virginia(6)",51510,Urban,10.9 ,-6.1, 0.3,N/A , N/A , N/A,17,stable,-2.8 ,-6.1, 0.3
"Fairfax County, Virginia(6)",51059,Urban,10.7 ,-4.4, -1.5,N/A , N/A , N/A,136,falling,-3.0 ,-4.4, -1.5
"Arlington County, Virginia(6)",51013,Urban,9.9 ,-6.9, -0.8,N/A , N/A , N/A,22,falling,-3.8 ,-6.9, -0.8
"Manassas City, Virginia(6)",51683,Urban,9.7 ,-12.4, 0.7,N/A , N/A , N/A,3,stable,-5.6 ,-12.4, 0.7
"Wise County, Virginia(6)",51195,Rural,8.4 ,-10.2, 3.7,N/A , N/A , N/A,4,stable,-2.6 ,-10.2, 3.7
"Danville City, Virginia(6)",51590,Rural,8.4 ,*,*,N/A , N/A , N/A,5,*,*,*,*
"Prince William County, Virginia(6)",51153,Urban,7.8 ,-8.2, -3.8,N/A , N/A , N/A,34,falling,-5.9 ,-8.2, -3.8
"Russell County, Virginia(6)",51167,Rural,7.5 ,*,*,N/A , N/A , N/A,3,*,*,*,*
"Amelia County, Virginia(6)",51007,Urban,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Bath County, Virginia(6)",51017,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Bland County, Virginia(6)",51021,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Bristol City, Virginia(6)",51520,Urban,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Buena Vista City, Virginia(6)",51530,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Charles City County, Virginia(6)",51036,Urban,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Charlotte County, Virginia(6)",51037,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Covington City, Virginia(6)",51580,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Craig County, Virginia(6)",51045,Urban,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Cumberland County, Virginia(6)",51049,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Dickenson County, Virginia(6)",51051,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Emporia City, Virginia(6)",51595,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Fairfax City, Virginia(6)",51600,Urban,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Falls Church City, Virginia(6)",51610,Urban,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Galax City, Virginia(6)",51640,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Greensville County, Virginia(6)",51081,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Highland County, Virginia(6)",51091,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"King and Queen County, Virginia(6)",51097,Urban,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Lee County, Virginia(6)",51105,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Lunenburg County, Virginia(6)",51111,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Manassas Park City, Virginia(6)",51685,Urban,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Martinsville City, Virginia(6)",51690,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Norton City, Virginia(6)",51720,Rural,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Petersburg City, Virginia(6)",51730,Urban,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Radford City, Virginia(6)",51750,Urban,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Scott County, Virginia(6)",51169,Urban,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Surry County, Virginia(6)",51181,Urban,* ,*,*,* , * , *,3 or fewer,*,*,*,*
"Sussex County, Virginia(6)",51183,Urban,* ,*,*,* , * , *,3 or fewer,*,*,*,*
